Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
2015-12-05,5:00 pm,Golden State Warriors,112,Toronto Raptors,109,Box Score,,20160,
2015-12-05,9:00 pm,Indiana Pacers,119,Utah Jazz,122,Box Score,OT,19500,
2015-12-05,8:00 pm,Portland Trail Blazers,109,Minnesota Timberwolves,103,Box Score,,16203,
2015-12-05,1:00 pm,Denver Nuggets,108,Philadelphia 76ers,105,Box Score,,15677,
2015-12-05,8:30 pm,Boston Celtics,105,San Antonio Spurs,108,Box Score,,18418,
2015-12-06,6:00 pm,Dallas Mavericks,116,Washington Wizards,104,Box Score,,16394,
2015-12-06,6:00 pm,Golden State Warriors,114,Brooklyn Nets,98,Box Score,,17732,
2015-12-06,6:00 pm,Los Angeles Lakers,91,Detroit Pistons,111,Box Score,,20228,
2015-12-06,3:30 pm,Phoenix Suns,93,Memphis Grizzlies,95,Box Score,,16022,
2015-12-06,7:00 pm,Sacramento Kings,95,Oklahoma City Thunder,98,Box Score,,18203,
2015-12-07,7:30 pm,Los Angeles Lakers,93,Toronto Raptors,102,Box Score,,20163,
2015-12-07,7:00 pm,San Antonio Spurs,119,Philadelphia 76ers,68,Box Score,,14449,
2015-12-07,8:00 pm,Los Angeles Clippers,110,Minnesota Timberwolves,106,Box Score,,11467,
2015-12-07,8:00 pm,Portland Trail Blazers,88,Milwaukee Bucks,90,Box Score,,14389,
2015-12-07,7:30 pm,Dallas Mavericks,104,New York Knicks,97,Box Score,,19812,
2015-12-07,8:00 pm,Boston Celtics,111,New Orleans Pelicans,93,Box Score,,15715,
2015-12-07,7:00 pm,Detroit Pistons,84,Charlotte Hornets,104,Box Score,,15481,
2015-12-07,8:00 pm,Phoenix Suns,103,Chicago Bulls,101,Box Score,,21337,
2015-12-07,7:30 pm,Washington Wizards,114,Miami Heat,103,Box Score,,19600,
2015-12-08,7:30 pm,Houston Rockets,105,Brooklyn Nets,110,Box Score,,13319,
2015-12-08,7:00 pm,Portland Trail Blazers,100,Cleveland Cavaliers,105,Box Score,,20562,
2015-12-08,9:00 pm,Orlando Magic,85,Denver Nuggets,74,Box Score,,13925,
2015-12-08,7:00 pm,Golden State Warriors,131,Indiana Pacers,123,Box Score,,18165,
2015-12-08,8:00 pm,Oklahoma City Thunder,125,Memphis Grizzlies,88,Box Score,,16415,
2015-12-08,10:00 pm,Utah Jazz,106,Sacramento Kings,114,Box Score,,16505,
2015-12-09,7:00 pm,Chicago Bulls,100,Boston Celtics,105,Box Score,,17318,
2015-12-09,7:00 pm,Miami Heat,81,Charlotte Hornets,99,Box Score,,17404,
2015-12-09,9:30 pm,Atlanta Hawks,98,Dallas Mavericks,95,Box Score,,19936,
2015-12-09,7:30 pm,Memphis Grizzlies,93,Detroit Pistons,92,Box Score,,13411,
2015-12-09,8:00 pm,Los Angeles Clippers,109,Milwaukee Bucks,95,Box Score,,14224,
2015-12-09,8:00 pm,Los Angeles Lakers,122,Minnesota Timberwolves,123,Box Score,OT,18076,
2015-12-09,9:00 pm,Orlando Magic,104,Phoenix Suns,107,Box Score,,17637,
2015-12-09,7:30 pm,San Antonio Spurs,94,Toronto Raptors,97,Box Score,,19800,
2015-12-09,9:00 pm,New York Knicks,85,Utah Jazz,106,Box Score,,18586,
2015-12-09,7:00 pm,Houston Rockets,109,Washington Wizards,103,Box Score,,16041,
2015-12-10,7:30 pm,Philadelphia 76ers,91,Brooklyn Nets,100,Box Score,,13266,
2015-12-10,8:00 pm,Los Angeles Clippers,80,Chicago Bulls,83,Box Score,,21491,
2015-12-10,8:00 pm,Atlanta Hawks,94,Oklahoma City Thunder,107,Box Score,,18203,
2015-12-10,10:30 pm,New York Knicks,97,Sacramento Kings,99,Box Score,,17317,
2015-12-11,7:30 pm,Milwaukee Bucks,83,Toronto Raptors,90,Box Score,,19800,
2015-12-11,9:30 pm,Los Angeles Lakers,87,San Antonio Spurs,109,Box Score,,18418,
2015-12-11,7:00 pm,Cleveland Cavaliers,111,Orlando Magic,76,Box Score,,17239,
2015-12-11,8:00 pm,Charlotte Hornets,123,Memphis Grizzlies,99,Box Score,,17111,
2015-12-11,8:00 pm,Washington Wizards,105,New Orleans Pelicans,107,Box Score,,16875,
2015-12-11,9:00 pm,Oklahoma City Thunder,94,Utah Jazz,90,Box Score,,19911,
2015-12-11,7:00 pm,Detroit Pistons,107,Philadelphia 76ers,95,Box Score,,17239,
2015-12-11,9:30 pm,Portland Trail Blazers,106,Phoenix Suns,96,Box Score,,17028,
2015-12-11,7:00 pm,Miami Heat,83,Indiana Pacers,96,Box Score,,16184,
2015-12-11,9:00 pm,Minnesota Timberwolves,108,Denver Nuggets,111,Box Score,OT,12533,
2015-12-11,7:30 pm,Golden State Warriors,124,Boston Celtics,119,Box Score,2OT,18624,
2015-12-12,10:00 pm,New York Knicks,112,Portland Trail Blazers,110,Box Score,,19511,
2015-12-12,8:30 pm,Golden State Warriors,95,Milwaukee Bucks,108,Box Score,,18717,
2015-12-12,8:30 pm,Washington Wizards,114,Dallas Mavericks,111,Box Score,,20088,
2015-12-12,7:00 pm,Boston Celtics,98,Charlotte Hornets,93,Box Score,,18490,
2015-12-12,8:00 pm,Los Angeles Lakers,97,Houston Rockets,126,Box Score,,18456,
2015-12-12,7:30 pm,Indiana Pacers,96,Detroit Pistons,118,Box Score,,14858,
2015-12-12,8:00 pm,San Antonio Spurs,103,Atlanta Hawks,78,Box Score,,17752,
2015-12-12,8:00 pm,New Orleans Pelicans,94,Chicago Bulls,98,Box Score,,21605,
2015-12-12,5:00 pm,Los Angeles Clippers,105,Brooklyn Nets,100,Box Score,,15689,
2015-12-13,6:00 pm,Memphis Grizzlies,97,Miami Heat,100,Box Score,,19813,
2015-12-13,7:00 pm,Utah Jazz,98,Oklahoma City Thunder,104,Box Score,OT,18203,
2015-12-13,3:30 pm,Minnesota Timberwolves,101,Phoenix Suns,108,Box Score,,16919,
2015-12-13,6:00 pm,Philadelphia 76ers,76,Toronto Raptors,96,Box Score,,19800,
2015-12-14,8:00 pm,Miami Heat,100,Atlanta Hawks,88,Box Score,,15039,
2015-12-14,7:30 pm,Orlando Magic,105,Brooklyn Nets,82,Box Score,,12946,
2015-12-14,8:00 pm,Philadelphia 76ers,96,Chicago Bulls,115,Box Score,,21166,
2015-12-14,8:30 pm,Phoenix Suns,94,Dallas Mavericks,104,Box Score,,19822,
2015-12-14,9:00 pm,Houston Rockets,108,Denver Nuggets,114,Box Score,,12022,
2015-12-14,7:30 pm,Los Angeles Clippers,105,Detroit Pistons,103,Box Score,OT,13525,
2015-12-14,7:00 pm,Toronto Raptors,90,Indiana Pacers,106,Box Score,,16598,
2015-12-14,8:00 pm,Washington Wizards,95,Memphis Grizzlies,112,Box Score,,15397,
2015-12-14,10:00 pm,New Orleans Pelicans,101,Portland Trail Blazers,105,Box Score,,19231,
2015-12-14,8:30 pm,Utah Jazz,81,San Antonio Spurs,118,Box Score,,18418,
2015-12-15,7:30 pm,Cleveland Cavaliers,89,Boston Celtics,77,Box Score,,18624,
2015-12-15,10:30 pm,Milwaukee Bucks,95,Los Angeles Lakers,113,Box Score,,18997,
2015-12-15,8:00 pm,Denver Nuggets,112,Minnesota Timberwolves,100,Box Score,,11323,
2015-12-15,10:00 pm,Houston Rockets,97,Sacramento Kings,107,Box Score,,17317,
2015-12-16,8:00 pm,Philadelphia 76ers,106,Atlanta Hawks,127,Box Score,,14827,
2015-12-16,7:30 pm,Miami Heat,104,Brooklyn Nets,98,Box Score,,15113,
2015-12-16,8:00 pm,Memphis Grizzlies,85,Chicago Bulls,98,Box Score,,21032,
2015-12-16,7:30 pm,Boston Celtics,116,Detroit Pistons,119,Box Score,,13120,
2015-12-16,10:30 pm,Phoenix Suns,103,Golden State Warriors,128,Box Score,,19596,
2015-12-16,7:00 pm,Dallas Mavericks,81,Indiana Pacers,107,Box Score,,14824,
2015-12-16,10:30 pm,Milwaukee Bucks,90,Los Angeles Clippers,103,Box Score,,19060,
2015-12-16,7:30 pm,Minnesota Timberwolves,102,New York Knicks,107,Box Score,,19812,
2015-12-16,8:00 pm,Portland Trail Blazers,90,Oklahoma City Thunder,106,Box Score,,18203,
2015-12-16,7:00 pm,Charlotte Hornets,98,Orlando Magic,113,Box Score,,16019,
2015-12-16,8:30 pm,Washington Wizards,95,San Antonio Spurs,114,Box Score,,18418,
2015-12-16,9:00 pm,New Orleans Pelicans,104,Utah Jazz,94,Box Score,,17899,
2015-12-17,7:00 pm,Toronto Raptors,99,Charlotte Hornets,109,Box Score,OT,15817,
2015-12-17,8:00 pm,Oklahoma City Thunder,100,Cleveland Cavaliers,104,Box Score,,20562,
2015-12-17,10:30 pm,Houston Rockets,107,Los Angeles Lakers,87,Box Score,,18997,
2015-12-18,7:30 pm,Atlanta Hawks,109,Boston Celtics,101,Box Score,,18624,
2015-12-18,8:00 pm,Detroit Pistons,147,Chicago Bulls,144,Box Score,4OT,21534,
2015-12-18,8:30 pm,Memphis Grizzlies,88,Dallas Mavericks,97,Box Score,,20199,
2015-12-18,10:30 pm,Milwaukee Bucks,112,Golden State Warriors,121,Box Score,,19596,
2015-12-18,7:00 pm,Brooklyn Nets,97,Indiana Pacers,104,Box Score,,16548,
2015-12-18,8:00 pm,Toronto Raptors,108,Miami Heat,94,Box Score,,19600,
2015-12-18,8:00 pm,Sacramento Kings,95,Minnesota Timberwolves,99,Box Score,,12770,
2015-12-18,7:00 pm,Portland Trail Blazers,94,Orlando Magic,102,Box Score,,17156,
2015-12-18,7:00 pm,New York Knicks,107,Philadelphia 76ers,97,Box Score,,17880,
2015-12-18,10:30 pm,New Orleans Pelicans,88,Phoenix Suns,104,Box Score,,17227,
2015-12-18,8:00 pm,Los Angeles Clippers,107,San Antonio Spurs,115,Box Score,,18418,
2015-12-18,9:00 pm,Denver Nuggets,88,Utah Jazz,97,Box Score,,19169,
2015-12-19,8:00 pm,Los Angeles Clippers,97,Houston Rockets,107,Box Score,,18212,
2015-12-19,8:00 pm,Indiana Pacers,84,Memphis Grizzlies,96,Box Score,,18119,
2015-12-19,7:30 pm,Chicago Bulls,91,New York Knicks,107,Box Score,,19812,
2015-12-19,5:00 pm,Los Angeles Lakers,78,Oklahoma City Thunder,118,Box Score,,18203,
2015-12-19,7:00 pm,Charlotte Hornets,101,Washington Wizards,109,Box Score,,16987,
2015-12-20,1:00 pm,Minnesota Timberwolves,100,Brooklyn Nets,85,Box Score,,14552,
2015-12-20,3:30 pm,Philadelphia 76ers,86,Cleveland Cavaliers,108,Box Score,,20562,
2015-12-20,8:00 pm,New Orleans Pelicans,130,Denver Nuggets,125,Box Score,,13857,
2015-12-20,1:00 pm,Portland Trail Blazers,109,Miami Heat,116,Box Score,,19600,
2015-12-20,6:00 pm,Atlanta Hawks,103,Orlando Magic,100,Box Score,,16982,
2015-12-20,5:00 pm,Milwaukee Bucks,101,Phoenix Suns,95,Box Score,,16859,
2015-12-20,6:00 pm,Sacramento Kings,104,Toronto Raptors,94,Box Score,,19800,
2015-12-21,8:00 pm,Charlotte Hornets,95,Houston Rockets,102,Box Score,,18236,
2015-12-21,10:30 pm,Oklahoma City Thunder,100,Los Angeles Clippers,99,Box Score,,19415,
2015-12-21,7:30 pm,Orlando Magic,107,New York Knicks,99,Box Score,,19812,
2015-12-21,8:30 pm,Indiana Pacers,92,San Antonio Spurs,106,Box Score,,18418,
2015-12-21,9:00 pm,Phoenix Suns,89,Utah Jazz,110,Box Score,,19911,
2015-12-21,7:00 pm,Sacramento Kings,99,Washington Wizards,113,Box Score,,15124,
2015-12-21,8:00 pm,Portland Trail Blazers,97,Atlanta Hawks,106,Box Score,,18373,
2015-12-21,7:30 pm,Minnesota Timberwolves,99,Boston Celtics,113,Box Score,,18624,
2015-12-21,8:00 pm,Brooklyn Nets,105,Chicago Bulls,102,Box Score,,21825,
2015-12-22,7:30 pm,Detroit Pistons,93,Miami Heat,92,Box Score,,19901,
2015-12-22,9:00 pm,Los Angeles Lakers,111,Denver Nuggets,107,Box Score,,19124,
2015-12-22,7:30 pm,Dallas Mavericks,99,Toronto Raptors,103,Box Score,,19800,
2015-12-22,7:00 pm,Memphis Grizzlies,104,Philadelphia 76ers,90,Box Score,,15552,
2015-12-23,8:00 pm,Detroit Pistons,100,Atlanta Hawks,107,Box Score,,17575,
2015-12-23,7:00 pm,Boston Celtics,102,Charlotte Hornets,89,Box Score,,19082,
2015-12-23,7:00 pm,New York Knicks,84,Cleveland Cavaliers,91,Box Score,,20562,
2015-12-23,10:30 pm,Utah Jazz,85,Golden State Warriors,103,Box Score,,19596,
2015-12-23,7:30 pm,Dallas Mavericks,119,Brooklyn Nets,118,Box Score,OT,15994,
2015-12-23,7:00 pm,Sacramento Kings,108,Indiana Pacers,106,Box Score,,18165,
2015-12-23,10:30 pm,Oklahoma City Thunder,120,Los Angeles Lakers,85,Box Score,,18997,
2015-12-23,8:00 pm,Philadelphia 76ers,100,Milwaukee Bucks,113,Box Score,,15754,
2015-12-23,9:00 pm,Denver Nuggets,104,Phoenix Suns,96,Box Score,,17034,
2015-12-23,8:00 pm,San Antonio Spurs,108,Minnesota Timberwolves,83,Box Score,,16788,
2015-12-23,8:00 pm,Portland Trail Blazers,89,New Orleans Pelicans,115,Box Score,,16686,
2015-12-23,7:00 pm,Houston Rockets,101,Orlando Magic,104,Box Score,,17061,
2015-12-23,7:00 pm,Memphis Grizzlies,91,Washington Wizards,100,Box Score,,15879,
2015-12-25,5:00 pm,Cleveland Cavaliers,83,Golden State Warriors,89,Box Score,,19596,
2015-12-25,8:00 pm,San Antonio Spurs,84,Houston Rockets,88,Box Score,,18319,
2015-12-25,10:30 pm,Los Angeles Clippers,94,Los Angeles Lakers,84,Box Score,,18997,
2015-12-25,12:00 pm,New Orleans Pelicans,88,Miami Heat,94,Box Score,OT,19845,
2015-12-25,2:30 pm,Chicago Bulls,105,Oklahoma City Thunder,96,Box Score,,18203,
2015-12-26,7:30 pm,New York Knicks,98,Atlanta Hawks,117,Box Score,,19015,
2015-12-26,4:00 pm,Washington Wizards,111,Brooklyn Nets,96,Box Score,,17732,
2015-12-26,7:00 pm,Memphis Grizzlies,92,Charlotte Hornets,98,Box Score,,19091,
2015-12-26,8:30 pm,Chicago Bulls,111,Dallas Mavericks,118,Box Score,,20392,
2015-12-26,7:30 pm,Boston Celtics,99,Detroit Pistons,93,Box Score,,18288,
2015-12-26,5:00 pm,Toronto Raptors,111,Milwaukee Bucks,90,Box Score,,16329,
2015-12-26,8:00 pm,Indiana Pacers,102,Minnesota Timberwolves,88,Box Score,,15076,
2015-12-26,7:00 pm,Houston Rockets,108,New Orleans Pelicans,110,Box Score,,18248,
2015-12-26,7:00 pm,Miami Heat,108,Orlando Magic,101,Box Score,,18846,
2015-12-26,9:00 pm,Philadelphia 76ers,111,Phoenix Suns,104,Box Score,,17548,
2015-12-26,10:00 pm,Cleveland Cavaliers,76,Portland Trail Blazers,105,Box Score,,19393,
2015-12-26,8:30 pm,Denver Nuggets,86,San Antonio Spurs,101,Box Score,,18420,
2015-12-26,9:00 pm,Los Angeles Clippers,109,Utah Jazz,104,Box Score,,19911,
2015-12-27,7:00 pm,Denver Nuggets,112,Oklahoma City Thunder,122,Box Score,,18203,
2015-12-27,9:00 pm,Portland Trail Blazers,98,Sacramento Kings,94,Box Score,,17317,
2015-12-27,7:00 pm,New York Knicks,91,Boston Celtics,100,Box Score,,18624,
2015-12-27,6:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,112,Box Score,,18119,
2015-12-28,7:00 pm,Los Angeles Lakers,98,Charlotte Hornets,108,Box Score,,19632,
2015-12-28,8:00 pm,Toronto Raptors,97,Chicago Bulls,104,Box Score,,21898,
2015-12-28,9:00 pm,Philadelphia 76ers,91,Utah Jazz,95,Box Score,,19911,
2015-12-28,8:30 pm,Minnesota Timberwolves,95,San Antonio Spurs,101,Box Score,,18493,
2015-12-28,7:00 pm,Atlanta Hawks,87,Indiana Pacers,93,Box Score,,18165,
2015-12-28,8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,103,Box Score,,20300,
2015-12-28,7:00 pm,New Orleans Pelicans,89,Orlando Magic,104,Box Score,,17606,
2015-12-28,7:00 pm,Los Angeles Clippers,108,Washington Wizards,91,Box Score,,20356,
2015-12-28,7:30 pm,Brooklyn Nets,111,Miami Heat,105,Box Score,,19975,
2015-12-28,10:30 pm,Sacramento Kings,103,Golden State Warriors,122,Box Score,,19596,
2015-12-28,9:00 pm,Cleveland Cavaliers,101,Phoenix Suns,97,Box Score,,18319,
2015-12-29,9:00 pm,Cleveland Cavaliers,93,Denver Nuggets,87,Box Score,,17523,
2015-12-29,8:00 pm,Atlanta Hawks,121,Houston Rockets,115,Box Score,,18211,
2015-12-29,8:00 pm,Miami Heat,90,Memphis Grizzlies,99,Box Score,OT,18119,
2015-12-29,7:30 pm,Detroit Pistons,96,New York Knicks,108,Box Score,,19812,
2015-12-29,8:00 pm,Milwaukee Bucks,123,Oklahoma City Thunder,131,Box Score,,18203,
2015-12-30,8:00 pm,Utah Jazz,80,Minnesota Timberwolves,94,Box Score,,14326,
2015-12-30,8:00 pm,Indiana Pacers,100,Chicago Bulls,102,Box Score,OT,22206,
2015-12-30,7:00 pm,Los Angeles Clippers,122,Charlotte Hornets,117,Box Score,,19145,
2015-12-30,8:30 pm,Golden State Warriors,91,Dallas Mavericks,114,Box Score,,20494,
2015-12-30,7:30 pm,Los Angeles Lakers,112,Boston Celtics,104,Box Score,,18624,
2015-12-30,7:00 pm,Brooklyn Nets,93,Orlando Magic,100,Box Score,,18397,
2015-12-30,10:00 pm,Denver Nuggets,103,Portland Trail Blazers,110,Box Score,,19393,
2015-12-30,10:00 pm,Philadelphia 76ers,110,Sacramento Kings,105,Box Score,,17317,
2015-12-30,7:30 pm,Washington Wizards,91,Toronto Raptors,94,Box Score,,19800,
2015-12-30,8:30 pm,Phoenix Suns,79,San Antonio Spurs,112,Box Score,,18418,
2015-12-31,6:00 pm,Milwaukee Bucks,120,Indiana Pacers,116,Box Score,,16348,
2015-12-31,7:00 pm,Golden State Warriors,114,Houston Rockets,110,Box Score,,18313,
2015-12-31,6:00 pm,Minnesota Timberwolves,90,Detroit Pistons,115,Box Score,,15475,
2015-12-31,8:00 pm,Los Angeles Clippers,95,New Orleans Pelicans,89,Box Score,,16920,
2015-12-31,9:00 pm,Portland Trail Blazers,96,Utah Jazz,109,Box Score,,19380,
2015-12-31,8:00 pm,Phoenix Suns,106,Oklahoma City Thunder,110,Box Score,,18203,
2016-01-01,8:00 pm,New York Knicks,81,Chicago Bulls,108,Box Score,,22443,
2016-01-01,10:30 pm,Philadelphia 76ers,84,Los Angeles Lakers,93,Box Score,,18997,
2016-01-01,7:30 pm,Dallas Mavericks,82,Miami Heat,106,Box Score,,19748,
2016-01-01,7:30 pm,Charlotte Hornets,94,Toronto Raptors,104,Box Score,,19800,
2016-01-01,7:00 pm,Orlando Magic,91,Washington Wizards,103,Box Score,,16986,
2016-01-02,7:00 pm,Oklahoma City Thunder,109,Charlotte Hornets,90,Box Score,,19387,
2016-01-02,7:30 pm,Orlando Magic,79,Cleveland Cavaliers,104,Box Score,,20562,
2016-01-02,10:30 pm,Denver Nuggets,108,Golden State Warriors,111,Box Score,OT,19596,
2016-01-02,8:30 pm,New Orleans Pelicans,105,Dallas Mavericks,98,Box Score,,20152,
2016-01-02,3:00 pm,Brooklyn Nets,100,Boston Celtics,97,Box Score,,18624,
2016-01-02,7:00 pm,Detroit Pistons,82,Indiana Pacers,94,Box Score,,18165,
2016-01-02,10:30 pm,Philadelphia 76ers,99,Los Angeles Clippers,130,Box Score,,19212,
2016-01-02,9:00 pm,Memphis Grizzlies,87,Utah Jazz,92,Box Score,OT,18455,
2016-01-02,8:00 pm,Milwaukee Bucks,95,Minnesota Timberwolves,85,Box Score,,14107,
2016-01-02,5:00 pm,Phoenix Suns,119,Sacramento Kings,142,Box Score,,17317,
2016-01-02,8:30 pm,Houston Rockets,103,San Antonio Spurs,121,Box Score,,18652,
2016-01-03,9:00 pm,Portland Trail Blazers,112,Denver Nuggets,106,Box Score,,11883,
2016-01-03,9:30 pm,Phoenix Suns,77,Los Angeles Lakers,97,Box Score,,18997,
2016-01-03,3:30 pm,Atlanta Hawks,97,New York Knicks,111,Box Score,,19812,
2016-01-03,3:30 pm,Chicago Bulls,115,Toronto Raptors,113,Box Score,,19800,
2016-01-03,6:00 pm,Miami Heat,97,Washington Wizards,75,Box Score,,17793,
2016-01-04,7:30 pm,Boston Celtics,103,Brooklyn Nets,94,Box Score,,15448,
2016-01-04,7:00 pm,Toronto Raptors,100,Cleveland Cavaliers,122,Box Score,,20562,
2016-01-04,7:30 pm,Orlando Magic,89,Detroit Pistons,115,Box Score,,14301,
2016-01-04,10:30 pm,Charlotte Hornets,101,Golden State Warriors,111,Box Score,,19596,
2016-01-04,7:30 pm,Indiana Pacers,100,Miami Heat,103,Box Score,OT,19874,
2016-01-04,8:00 pm,San Antonio Spurs,123,Milwaukee Bucks,98,Box Score,,14718,
2016-01-04,8:00 pm,Sacramento Kings,116,Oklahoma City Thunder,104,Box Score,,18203,
2016-01-04,7:00 pm,Minnesota Timberwolves,99,Philadelphia 76ers,109,Box Score,,14013,
2016-01-04,10:00 pm,Memphis Grizzlies,91,Portland Trail Blazers,78,Box Score,,18832,
2016-01-04,9:00 pm,Houston Rockets,93,Utah Jazz,91,Box Score,,17912,
2016-01-05,8:00 pm,New York Knicks,107,Atlanta Hawks,101,Box Score,,15082,
2016-01-05,8:00 pm,Milwaukee Bucks,106,Chicago Bulls,117,Box Score,,21686,
2016-01-05,8:30 pm,Sacramento Kings,116,Dallas Mavericks,117,Box Score,2OT,20059,
2016-01-05,10:30 pm,Golden State Warriors,109,Los Angeles Lakers,88,Box Score,,18997,
2016-01-06,7:00 pm,Cleveland Cavaliers,121,Washington Wizards,115,Box Score,,20356,
2016-01-06,8:30 pm,Utah Jazz,98,San Antonio Spurs,123,Box Score,,18418,
2016-01-06,7:00 pm,New York Knicks,98,Miami Heat,90,Box Score,,19987,
2016-01-06,8:00 pm,Denver Nuggets,78,Minnesota Timberwolves,74,Box Score,,12059,
2016-01-06,8:00 pm,Dallas Mavericks,100,New Orleans Pelicans,91,Box Score,,15255,
2016-01-06,7:30 pm,Toronto Raptors,91,Brooklyn Nets,74,Box Score,,14544,
2016-01-06,7:00 pm,Indiana Pacers,95,Orlando Magic,86,Box Score,,18846,
2016-01-06,9:00 pm,Charlotte Hornets,102,Phoenix Suns,111,Box Score,,16910,
2016-01-06,10:00 pm,Los Angeles Clippers,109,Portland Trail Blazers,98,Box Score,,18598,
2016-01-06,7:30 pm,Detroit Pistons,99,Boston Celtics,94,Box Score,,18624,
2016-01-06,9:30 pm,Memphis Grizzlies,94,Oklahoma City Thunder,112,Box Score,,18203,
2016-01-07,8:00 pm,Boston Celtics,92,Chicago Bulls,101,Box Score,,21497,
2016-01-07,8:00 pm,Utah Jazz,94,Houston Rockets,103,Box Score,,18155,
2016-01-07,7:00 pm,Atlanta Hawks,126,Philadelphia 76ers,98,Box Score,,12611,
2016-01-07,10:30 pm,Los Angeles Lakers,115,Sacramento Kings,118,Box Score,,17386,
2016-01-08,7:30 pm,Orlando Magic,83,Brooklyn Nets,77,Box Score,,13907,
2016-01-08,10:30 pm,Oklahoma City Thunder,117,Los Angeles Lakers,113,Box Score,,18997,
2016-01-08,8:00 pm,Denver Nuggets,84,Memphis Grizzlies,91,Box Score,,17499,
2016-01-08,8:00 pm,Dallas Mavericks,95,Milwaukee Bucks,96,Box Score,,16409,
2016-01-08,8:00 pm,Cleveland Cavaliers,125,Minnesota Timberwolves,99,Box Score,,16768,
2016-01-08,8:00 pm,Indiana Pacers,91,New Orleans Pelicans,86,Box Score,,16895,
2016-01-08,9:30 pm,Miami Heat,103,Phoenix Suns,95,Box Score,,16866,
2016-01-08,10:00 pm,Golden State Warriors,128,Portland Trail Blazers,108,Box Score,,20035,
2016-01-08,8:30 pm,New York Knicks,99,San Antonio Spurs,100,Box Score,,18420,
2016-01-08,7:00 pm,Toronto Raptors,97,Washington Wizards,88,Box Score,,17064,
2016-01-09,7:30 pm,Brooklyn Nets,89,Detroit Pistons,103,Box Score,,16406,
2016-01-09,5:00 pm,Chicago Bulls,105,Atlanta Hawks,120,Box Score,,19010,
2016-01-09,3:30 pm,Charlotte Hornets,83,Los Angeles Clippers,97,Box Score,,19060,
2016-01-09,7:00 pm,Washington Wizards,105,Orlando Magic,99,Box Score,,18058,
2016-01-09,7:30 pm,Toronto Raptors,108,Philadelphia 76ers,95,Box Score,,14100,
2016-01-09,9:00 pm,Miami Heat,83,Utah Jazz,98,Box Score,,19911,
2016-01-09,10:00 pm,Golden State Warriors,128,Sacramento Kings,116,Box Score,,17317,
2016-01-10,8:00 pm,Charlotte Hornets,92,Denver Nuggets,95,Box Score,,11343,
2016-01-10,7:00 pm,Indiana Pacers,103,Houston Rockets,107,Box Score,OT,18133,
2016-01-10,3:30 pm,New Orleans Pelicans,111,Los Angeles Clippers,114,Box Score,OT,19060,
2016-01-10,9:30 pm,Utah Jazz,86,Los Angeles Lakers,74,Box Score,,18997,
2016-01-10,6:00 pm,Boston Celtics,98,Memphis Grizzlies,101,Box Score,,17112,
2016-01-10,5:00 pm,Dallas Mavericks,93,Minnesota Timberwolves,87,Box Score,,14363,
2016-01-10,7:30 pm,Milwaukee Bucks,88,New York Knicks,100,Box Score,,19812,
2016-01-10,6:00 pm,Cleveland Cavaliers,95,Philadelphia 76ers,85,Box Score,,19226,
2016-01-10,9:00 pm,Oklahoma City Thunder,110,Portland Trail Blazers,115,Box Score,,19393,
